cudaMalloc(D0 (0x7f0fc5600000), 200000 bytes)
cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.023 ms]

cudaMalloc(D339 (0x7f0f3ec00000), 1400000 bytes)

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)) [time: 0.03 ms]

cudaMalloc(D340 (0x7f0f3c000000), c00000 bytes)

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.03 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.029 ms]

cuLaunchKernel(sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x8_split_k_kernel) [time: 0.03 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.01 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.009 ms]

cudaMalloc(D341 (0x7f0f3cc00000), 200000 bytes)

cuLaunchKernel(void cudnn::ops::nhwcToNchwKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::cnn::kern_precompute_indices<true>(int*, int, int, int, int, int, int)) [time: 0.011 ms]

cuLaunchKernel(void precomputed_convolve_sgemm<float, 1024, 5, 5, 4, 3, 3, 0, false>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, int*)) [time: 0.011 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, false, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.013 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.016 ms]

cuLaunchKernel(void cudnn::ops::nhwcToNchwKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)) [time: 0.016 ms]

cuLaunchKernel(void cudnn::cnn::kern_precompute_indices<true>(int*, int, int, int, int, int, int)) [time: 0.015 ms]

cuLaunchKernel(void precomputed_convolve_sgemm<float, 1024, 5, 5, 4, 3, 3, 0, false>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, int*)) [time: 0.017 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, false, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.017 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.018 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.024 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.03 ms]

cuLaunchKernel(void cudnn::ops::nhwcToNchwKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)) [time: 0.031 ms]

cuLaunchKernel(void cudnn::cnn::kern_precompute_indices<true>(int*, int, int, int, int, int, int)) [time: 0.032 ms]

cuLaunchKernel(void precomputed_convolve_sgemm<float, 1024, 5, 5, 4, 3, 3, 0, false>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, int*)) [time: 0.029 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, false, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.03 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.03 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.028 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)) [time: 0.01 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.008 ms]

cuLaunchKernel(sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x8_split_k_kernel) [time: 0.01 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.01 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.009 ms]

cuLaunchKernel(void cudnn::ops::nhwcToNchwKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)) [time: 0.011 ms]

cuLaunchKernel(void cudnn::cnn::kern_precompute_indices<true>(int*, int, int, int, int, int, int)) [time: 0.013 ms]

cuLaunchKernel(void precomputed_convolve_sgemm<float, 1024, 5, 5, 4, 3, 3, 0, false>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, int*)) [time: 0.014 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, false, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.015 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.019 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.02 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.02 ms]

cudaMalloc(D342 (0x7f0f3ce00000), 200000 bytes)

cuLaunchKernel(void cudnn::ops::nhwcToNchwKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)) [time: 0.02 ms]

cuLaunchKernel(void cudnn::cnn::kern_precompute_indices<true>(int*, int, int, int, int, int, int)) [time: 0.02 ms]

cuLaunchKernel(void precomputed_convolve_sgemm<float, 1024, 5, 5, 4, 3, 3, 0, false>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, int*)) [time: 0.02 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, false, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.02 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.021 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.02 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)) [time: 0.021 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.02 ms]

cuLaunchKernel(void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)0>(float, float const*, float, float*, unsigned long)) [time: 0.018 ms]

cuLaunchKernel(sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x8_split_k_kernel) [time: 0.008 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.008 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.008 ms]

cuLaunchKernel(void cudnn::ops::nhwcToNchwKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)) [time: 0.008 ms]

cuLaunchKernel(void cudnn::cnn::kern_precompute_indices<true>(int*, int, int, int, int, int, int)) [time: 0.009 ms]

cuLaunchKernel(void precomputed_convolve_sgemm<float, 1024, 5, 5, 4, 3, 3, 0, false>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, int*)) [time: 0.01 ms]

cuLaunchKernel(void cudnn::ops::nchwToNhwcKernel<float, float, float, false, false, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)) [time: 0.01 ms]

cuLaunchKernel(void cudnn::bn_fw_inf_1C11_kernel_NCHW<signed char, float, true, 2>(float, float, cudnnTensorStruct, signed char const*, cudnnTensorStruct, signed char*, cudnnTensorStruct, float const*, float const*, float const*, float const*, float)) [time: 0.012 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.012 ms]

cuLaunchKernel(void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)) [time: 0.014 ms]

cuLaunchKernel(void at::native::reduce_kernel<512, 1, at::native::ReduceOp<double, at::native::MeanOps<double, double>, unsigned int, double, 4> >(at::native::ReduceOp<double, at::native::MeanOps<double, double>, unsigned int, double, 4>)) [time: 0.036 ms]

cudaMemcpyAsync(cudaMemcpyDeviceToDevice) D343 <- D160), 4000 bytes) [time: 0.065 ms]

cuLaunchKernel(void gemv2T_kernel_val<int, int, float, float, float, float, 128, 16, 4, 4, false, true, cublasGemvParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float> >(cublasGemvParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>, float, float)) [time: 0.012 ms]

cuLaunchKernel(void (anonymous namespace)::elementwise_kernel_with_index<long, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(long)#1}>(long, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(long)#1}>::result_type*)) [time: 0.009 ms]

cudaMemcpyAsync(cudaMemcpyDeviceToDevice) D344 <- D345), 8000 bytes) [time: 0.012 ms]

cudaMemcpyAsync(cudaMemcpyDeviceToDevice) D346 <- D343), 4000 bytes) [time: 0.004 ms]

cuLaunchKernel(void at::native::bitonicSortKVInPlace<float, long, -2, -1, LTComp<float, true>, unsigned int, 2048>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, LTComp<float, true>)) [time: 0.007 ms]

cuLaunchKernel(void (anonymous namespace)::softmax_warp_forward<float, float, float, 9, false>(float*, float const*, int, int, int)) [time: 0.009 ms]

cudaMemcpyAsync(cudaMemcpyDeviceToHost, H321(0x7fffcbdcf4e8) <- D344(0x7f0fc59ea600), 8 bytes) [time: 0.019 ms]

cudaMemcpyAsync(cudaMemcpyDeviceToHost, H321(0x7fffcbdcf4e8) <- D347(0x7f0fc5dfe800), 4 bytes) [time: 0.007 ms]

cudaMemcpyAsync(cudaMemcpyDeviceToHost, H321(0x7fffcbdcf4e8) <- D344(0x7f0fc59ea600), 8 bytes) [time: 0.006 ms]

